label_gloss,class_index,split,video_id,num_frames_used,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125
hello,402,train,27184,13,0.0,0.0,0.10504838824272156,-0.07062362134456635,0.18475091457366943,-0.22171789407730103,0.2159591019153595,-0.3634220361709595,0.2157401740550995,-0.4650470018386841,0.126338928937912,-0.4823949635028839,0.16769468784332275,-0.6846287846565247,0.19681724905967712,-0.8078002333641052,0.22064204514026642,-0.9119265079498291,0.07732212543487549,-0.5141250491142273,0.12242311984300613,-0.7350317239761353,0.1568460464477539,-0.8707983493804932,0.1879304200410843,-0.9811285734176636,0.028397489339113235,-0.518828809261322,0.06616206467151642,-0.7284454107284546,0.10019806027412415,-0.8560492992401123,0.13248060643672943,-0.9557101130485535,-0.02442466840147972,-0.5006643533706665,0.004834693856537342,-0.674777090549469,0.035729505121707916,-0.7774752378463745,0.06804288923740387,-0.8556653261184692,0.0,0.0,0.08217095583677292,-0.15039482712745667,0.12445619702339172,-0.34365975856781006,0.13007038831710815,-0.4777444899082184,0.08806336671113968,-0.46173566579818726,0.03747761994600296,-0.5655836462974548,0.026704637333750725,-0.7544873356819153,0.027859214693307877,-0.8727126717567444,0.02966267615556717,-0.9821438789367676,-0.0020265369676053524,-0.534232497215271,-0.00917271338403225,-0.7419750690460205,-0.004901902750134468,-0.8757739067077637,-0.0028642546385526657,-0.9993157386779785,-0.036622874438762665,-0.46357589960098267,-0.048484448343515396,-0.6646567583084106,-0.04178318753838539,-0.7950355410575867,-0.03469060733914375,-0.9127257466316223,-0.06914450973272324,-0.3637663722038269,-0.08049535006284714,-0.517169713973999,-0.06810934096574783,-0.6182945370674133,-0.05051448941230774,-0.7117373943328857,0.0,0.0,0.181778222322464,-0.136143758893013,0.3244948983192444,-0.2229730188846588,0.4136420786380768,-0.24934133887290955,0.46461567282676697,-0.20218053460121155,0.2727244198322296,-0.39551621675491333,0.3837967813014984,-0.3497440814971924,0.43688517808914185,-0.27543285489082336,0.47395285964012146,-0.22391748428344727,0.19060847163200378,-0.31924453377723694,0.31214869022369385,-0.2548249661922455,0.37062737345695496,-0.1852066069841385,0.40936511754989624,-0.1424984633922577,0.10818640142679214,-0.21454277634620667,0.22025366127490997,-0.14769013226032257,0.28144532442092896,-0.07857956737279892,0.32278797030448914,-0.0331738106906414,0.03286179155111313,-0.09178659319877625,0.11567363888025284,-0.04457562044262886,0.17271357774734497,-0.00035053491592407227,0.21774804592132568,0.029449665918946266
hello,402,test,27172,18,0.0,0.0,0.16396164894104004,-0.0035130491014569998,0.30631089210510254,-0.060730379074811935,0.400551438331604,-0.07178346067667007,0.4744843542575836,-0.06674874573945999,0.3450060188770294,-0.3916228711605072,0.4462127685546875,-0.5062010884284973,0.5112878680229187,-0.5204997658729553,0.5694730281829834,-0.5258205533027649,0.2730843424797058,-0.44831645488739014,0.3755286931991577,-0.5828949809074402,0.4416249990463257,-0.5576524138450623,0.5003535151481628,-0.527116596698761,0.18435953557491302,-0.45538994669914246,0.26653268933296204,-0.5980839729309082,0.33216044306755066,-0.5498538613319397,0.3893381357192993,-0.49236202239990234,0.08245065808296204,-0.4166944921016693,0.13038529455661774,-0.536372184753418,0.18264009058475494,-0.499704509973526,0.229465052485466,-0.4369325339794159,0.0,0.0,0.13651888072490692,-0.02177140861749649,0.2516196072101593,-0.1307765245437622,0.329728364944458,-0.20228628814220428,0.4082306921482086,-0.24405990540981293,0.2987133264541626,-0.5050897598266602,0.3801251947879791,-0.6825811862945557,0.438772588968277,-0.7639338374137878,0.4945261776447296,-0.8202073574066162,0.24308878183364868,-0.5582290887832642,0.33039921522140503,-0.7595098614692688,0.39885497093200684,-0.8315829634666443,0.46461495757102966,-0.8688207268714905,0.17372460663318634,-0.5594034194946289,0.24510861933231354,-0.7716295719146729,0.3134297728538513,-0.8317263722419739,0.3809114694595337,-0.8478444218635559,0.0932353138923645,-0.5195509791374207,0.13364848494529724,-0.695249080657959,0.18810279667377472,-0.7345983386039734,0.2435312718153,-0.7289766669273376,0.0,0.0,0.15666094422340393,-0.031910210847854614,0.28838905692100525,-0.10173427313566208,0.3707636296749115,-0.1244305968284607,0.43696871399879456,-0.11686433106660843,0.3423805236816406,-0.5465328693389893,0.44965311884880066,-0.648233950138092,0.4970881938934326,-0.5827320218086243,0.5320410132408142,-0.5274805426597595,0.24628223478794098,-0.5716201663017273,0.3603607714176178,-0.6599430441856384,0.4168589115142822,-0.5603122711181641,0.4588393270969391,-0.48730310797691345,0.1379353255033493,-0.5244003534317017,0.23770825564861298,-0.6030060648918152,0.29413875937461853,-0.4946558177471161,0.3382934033870697,-0.41595888137817383,0.02428816258907318,-0.4169323444366455,0.08457405120134354,-0.438830703496933,0.12867002189159393,-0.3498639166355133,0.16310912370681763,-0.2764473855495453
hello,402,train,27173,15,0.0,0.0,0.15479488670825958,0.007527150213718414,0.2909134030342102,-0.044209253042936325,0.3498760163784027,-0.1280660629272461,0.3451041579246521,-0.20849797129631042,0.32226839661598206,-0.39751672744750977,0.41739940643310547,-0.5654045343399048,0.4829249382019043,-0.6740810871124268,0.5404482483863831,-0.768796980381012,0.2696703374385834,-0.45217031240463257,0.37574154138565063,-0.633536159992218,0.4508776068687439,-0.7504594326019287,0.5169747471809387,-0.8469244837760925,0.2063349038362503,-0.4791523814201355,0.3050331175327301,-0.6483165621757507,0.381184458732605,-0.7468352317810059,0.4471197724342346,-0.822984516620636,0.12645044922828674,-0.48060160875320435,0.21434906125068665,-0.622139036655426,0.28242504596710205,-0.6951471567153931,0.3469022512435913,-0.7484779357910156,0.0,0.0,0.12630149722099304,-0.03298526629805565,0.2347068339586258,-0.1374170184135437,0.261139452457428,-0.2369042932987213,0.18818756937980652,-0.2610936760902405,0.22019974887371063,-0.464548259973526,0.2461376190185547,-0.6644991636276245,0.2637426555156708,-0.7958353757858276,0.2764694094657898,-0.9154996871948242,0.1652357280254364,-0.471167653799057,0.20854787528514862,-0.685096800327301,0.2345651090145111,-0.834424614906311,0.25026312470436096,-0.9677639007568359,0.102611243724823,-0.4402778148651123,0.14178963005542755,-0.6448742747306824,0.17281660437583923,-0.77787846326828,0.19695284962654114,-0.8947349786758423,0.03177167847752571,-0.3788219392299652,0.07129363715648651,-0.5369988679885864,0.10914339870214462,-0.6232157945632935,0.1449686586856842,-0.6963867545127869,0.0,0.0,0.1287297010421753,-0.03117826022207737,0.24019618332386017,-0.12699054181575775,0.2742500901222229,-0.20777849853038788,0.2216491401195526,-0.2363501489162445,0.2286115139722824,-0.4696079194545746,0.2719784677028656,-0.6702114939689636,0.2958785593509674,-0.7932393550872803,0.3133334517478943,-0.9074177742004395,0.17247256636619568,-0.47752317786216736,0.2313247174024582,-0.6891337633132935,0.26432037353515625,-0.8314862251281738,0.2852051854133606,-0.9575417637825012,0.10813140869140625,-0.44753193855285645,0.15899333357810974,-0.6471613645553589,0.19395950436592102,-0.7735961675643921,0.22100505232810974,-0.8865305185317993,0.03643203526735306,-0.3885999023914337,0.07907573133707047,-0.5397204160690308,0.11645140498876572,-0.6274479627609253,0.15161864459514618,-0.7048345804214478
hello,402,val,27177,14,0.0,0.0,0.17338332533836365,0.006084613036364317,0.29740509390830994,-0.11654545366764069,0.3842281401157379,-0.1777365654706955,0.47323206067085266,-0.22807441651821136,0.2404288947582245,-0.48000186681747437,0.378121018409729,-0.587500274181366,0.49970826506614685,-0.6742361783981323,0.5915571451187134,-0.7441776394844055,0.22743463516235352,-0.5048795342445374,0.39001816511154175,-0.623280942440033,0.5181260704994202,-0.7054305672645569,0.6260522603988647,-0.7794929146766663,0.23330581188201904,-0.4943090081214905,0.39694616198539734,-0.6167924404144287,0.5199649333953857,-0.7047344446182251,0.6177787780761719,-0.7757392525672913,0.25809377431869507,-0.45545679330825806,0.39167696237564087,-0.5770516395568848,0.4841036796569824,-0.6612992882728577,0.5588763952255249,-0.7218180298805237,0.0,0.0,0.126070037484169,-0.0187497828155756,0.23939573764801025,-0.12930214405059814,0.28723904490470886,-0.2523638904094696,0.27813777327537537,-0.3522665798664093,0.23209814727306366,-0.4278121888637543,0.3091411888599396,-0.6094962954521179,0.3596319556236267,-0.720792293548584,0.3986656665802002,-0.8182719349861145,0.1781979352235794,-0.4753440022468567,0.26335057616233826,-0.6809297800064087,0.3200732469558716,-0.8110268712043762,0.3657297194004059,-0.9225627779960632,0.11474041640758514,-0.4938483238220215,0.1947728395462036,-0.6936973333358765,0.25030890107154846,-0.8198591470718384,0.29607272148132324,-0.9250614047050476,0.03886989504098892,-0.4868796467781067,0.10047982633113861,-0.6533232927322388,0.14592227339744568,-0.7560179829597473,0.18617939949035645,-0.8427411317825317,0.0,0.0,0.12396375089883804,-0.03917540982365608,0.2254626452922821,-0.14042803645133972,0.26934051513671875,-0.2593578100204468,0.24452491104602814,-0.36405348777770996,0.21566469967365265,-0.43610507249832153,0.28489652276039124,-0.6216775178909302,0.3242802917957306,-0.7318606376647949,0.3552421033382416,-0.8323695063591003,0.15790782868862152,-0.4818865656852722,0.2339135855436325,-0.6961057186126709,0.27908945083618164,-0.8311836123466492,0.31318455934524536,-0.9496847987174988,0.09172932803630829,-0.4939503073692322,0.15847666561603546,-0.6972448825836182,0.20151320099830627,-0.8249894976615906,0.23482099175453186,-0.9338750839233398,0.014270825311541557,-0.4787871241569519,0.06088597699999809,-0.6432310342788696,0.09481452405452728,-0.7441035509109497,0.12356127798557281,-0.8326894044876099
my,566,train,69404,16,0.0,0.0,0.011751503683626652,-0.34127649664878845,-0.05874032899737358,-0.6198842525482178,-0.13340742886066437,-0.8278571963310242,-0.1474556028842926,-1.0035631656646729,-0.27332404255867004,-0.5389951467514038,-0.4514487385749817,-0.66237473487854,-0.5568167567253113,-0.7309705018997192,-0.6378720998764038,-0.783920168876648,-0.3331678509712219,-0.3728235960006714,-0.5216737389564514,-0.5170642137527466,-0.640815019607544,-0.6096004247665405,-0.7312034964561462,-0.6812444925308228,-0.3631210923194885,-0.2060496062040329,-0.5384551286697388,-0.3398098051548004,-0.6492353677749634,-0.4206603467464447,-0.7357407808303833,-0.48756957054138184,-0.3695123791694641,-0.050420768558979034,-0.5022217035293579,-0.13870005309581757,-0.5870580673217773,-0.1884286254644394,-0.6590225696563721,-0.23499882221221924,0.0,0.0,0.0193382166326046,-0.33734628558158875,-0.032439347356557846,-0.6190294027328491,-0.09037598222494125,-0.8254057168960571,-0.09926531463861465,-0.9863396883010864,-0.25308600068092346,-0.5552793741226196,-0.41443395614624023,-0.6954582929611206,-0.5093839168548584,-0.7710967659950256,-0.5848565101623535,-0.8294466137886047,-0.31427907943725586,-0.40384793281555176,-0.4875711500644684,-0.5629173517227173,-0.5971589684486389,-0.6593431234359741,-0.6826061010360718,-0.730452835559845,-0.3450379967689514,-0.2488354742527008,-0.5078555345535278,-0.39333876967430115,-0.6113120317459106,-0.4773479402065277,-0.695199728012085,-0.5435842871665955,-0.3522803485393524,-0.10050090402364731,-0.47639989852905273,-0.1993052363395691,-0.5569050312042236,-0.2501485347747803,-0.6267271041870117,-0.29358407855033875,0.0,0.0,0.01806623488664627,-0.33102139830589294,-0.04784305766224861,-0.6126664280891418,-0.11722610145807266,-0.8155848979949951,-0.1333753615617752,-0.9829207062721252,-0.25448179244995117,-0.556973397731781,-0.4210148751735687,-0.7016720771789551,-0.5110895037651062,-0.7819368839263916,-0.5750622153282166,-0.841637134552002,-0.3174091875553131,-0.4020403325557709,-0.4954935610294342,-0.566279947757721,-0.5952189564704895,-0.6692922711372375,-0.6642470955848694,-0.7457067370414734,-0.35121846199035645,-0.24489648640155792,-0.5176335573196411,-0.3988829553127289,-0.6087513566017151,-0.4922071695327759,-0.6743571758270264,-0.568544328212738,-0.36156153678894043,-0.09452134370803833,-0.4902316629886627,-0.19562315940856934,-0.5619022846221924,-0.25457361340522766,-0.6182400584220886,-0.30633774399757385
my,566,train,37477,12,0.0,0.0,0.07697215676307678,-0.4040383994579315,0.19943109154701233,-0.7098034620285034,0.2724585235118866,-0.9262195825576782,0.2919231355190277,-1.149083137512207,0.4188566505908966,-0.380359411239624,0.6310876607894897,-0.3360312581062317,0.7606484889984131,-0.3322513699531555,0.867295503616333,-0.35005202889442444,0.4715663492679596,-0.09713519364595413,0.69337397813797,-0.05844654142856598,0.8590684533119202,-0.058649882674217224,0.9946802258491516,-0.07918033003807068,0.47248131036758423,0.1590038537979126,0.6997292041778564,0.193388432264328,0.8536698818206787,0.19776670634746552,0.9799319505691528,0.17055350542068481,0.4437619745731354,0.3984108865261078,0.6227192282676697,0.4491286873817444,0.7442814111709595,0.4312843978404999,0.8472153544425964,0.38498514890670776,0.0,0.0,0.08579375594854355,-0.37080907821655273,0.22075869143009186,-0.6323781609535217,0.32157784700393677,-0.8105455636978149,0.36990979313850403,-0.9766301512718201,0.46139609813690186,-0.34543201327323914,0.674397349357605,-0.33088403940200806,0.8107640147209167,-0.3019179701805115,0.9182930588722229,-0.2702380120754242,0.472397118806839,-0.11375222355127335,0.7129993438720703,-0.10397664457559586,0.8684647083282471,-0.09604822099208832,0.9963100552558899,-0.08471802622079849,0.4447368085384369,0.11164890974760056,0.6794872283935547,0.10740403831005096,0.8199157118797302,0.10752753168344498,0.9284746646881104,0.1030299961566925,0.38963350653648376,0.33013346791267395,0.5606509447097778,0.332531601190567,0.662361204624176,0.3203524351119995,0.742174506187439,0.30040574073791504,0.0,0.0,0.06730982661247253,-0.37895968556404114,0.2007865011692047,-0.6723294854164124,0.2946034073829651,-0.8871592283248901,0.3260156810283661,-1.0758085250854492,0.4192604422569275,-0.4130563735961914,0.6340855360031128,-0.4427155554294586,0.763784646987915,-0.44473332166671753,0.8678687214851379,-0.4415309727191925,0.448870450258255,-0.17849047482013702,0.684547483921051,-0.20481272041797638,0.8362946510314941,-0.22555437684059143,0.9605001211166382,-0.23629619181156158,0.44242337346076965,0.045539531856775284,0.6701395511627197,0.010924912989139557,0.8056814670562744,-0.01591358706355095,0.9108714461326599,-0.04049120843410492,0.4120003581047058,0.2528937757015228,0.5813685655593872,0.23294122517108917,0.6841104626655579,0.19793616235256195,0.7673818469047546,0.15704286098480225
my,566,val,37469,21,0.0,0.0,0.03818096965551376,-0.31582292914390564,0.16441860795021057,-0.5899296998977661,0.2439645677804947,-0.8011248707771301,0.26696285605430603,-0.9725939035415649,0.49960899353027344,-0.41728177666664124,0.6916149258613586,-0.4554513990879059,0.7557851076126099,-0.48717793822288513,0.8067576289176941,-0.5111950635910034,0.5503243803977966,-0.24435436725616455,0.7507739663124084,-0.3086445927619934,0.8318122625350952,-0.36246824264526367,0.8957751989364624,-0.3929339051246643,0.5635828971862793,-0.05965528264641762,0.7543134093284607,-0.1349848359823227,0.826269805431366,-0.1895846575498581,0.8803755640983582,-0.22155721485614777,0.5481968522071838,0.13580729067325592,0.7001667022705078,0.09090457111597061,0.7534783482551575,0.03692009672522545,0.7950239777565002,-0.0013257137034088373,0.0,0.0,0.00964469462633133,-0.26829439401626587,0.08671502768993378,-0.505939245223999,0.15000593662261963,-0.6886574029922485,0.17247292399406433,-0.8355952501296997,0.38021546602249146,-0.4054935872554779,0.5793884992599487,-0.4669312834739685,0.7060750126838684,-0.49732834100723267,0.8047546148300171,-0.5154579281806946,0.43114352226257324,-0.2760276198387146,0.650665283203125,-0.3610899746417999,0.7891317009925842,-0.4087084233760834,0.8977693915367126,-0.44046324491500854,0.44727084040641785,-0.13335241377353668,0.6563600301742554,-0.23042131960391998,0.7843599915504456,-0.28272703289985657,0.8792502284049988,-0.3230571746826172,0.43739503622055054,0.020453358069062233,0.600874125957489,-0.049047645181417465,0.7027340531349182,-0.10029097646474838,0.7818692326545715,-0.14511516690254211,0.0,0.0,0.015345524065196514,-0.2676678001880646,0.0969432145357132,-0.5098778605461121,0.15822885930538177,-0.7016503214836121,0.17626643180847168,-0.8567290306091309,0.3687398433685303,-0.4156624972820282,0.5702517628669739,-0.4846931993961334,0.6989744305610657,-0.5199490785598755,0.7996860146522522,-0.5425392389297485,0.41879841685295105,-0.28630685806274414,0.6379572749137878,-0.3729190528392792,0.7788824439048767,-0.42087700963020325,0.8909091949462891,-0.4535156786441803,0.4357004165649414,-0.1430043876171112,0.643964946269989,-0.23882433772087097,0.7725187540054321,-0.2902320325374603,0.8684127926826477,-0.3297462463378906,0.4287223517894745,0.009985034354031086,0.5913048386573792,-0.05875391513109207,0.6930416822433472,-0.10762681066989899,0.7723810076713562,-0.1500992476940155
my,566,train,37470,16,0.0,0.0,0.13943515717983246,-0.3334357440471649,0.345310777425766,-0.5156353116035461,0.49277764558792114,-0.6181591153144836,0.5496186017990112,-0.7309771776199341,0.46447238326072693,-0.33683666586875916,0.6972907781600952,-0.28815561532974243,0.8285992741584778,-0.25480204820632935,0.925097644329071,-0.22690832614898682,0.46372872591018677,-0.12038763612508774,0.7130501866340637,-0.0757298693060875,0.8574277758598328,-0.05223032087087631,0.964729905128479,-0.030223548412322998,0.4368992745876312,0.09290013462305069,0.6689764857292175,0.11524230241775513,0.7986015677452087,0.13080552220344543,0.893537700176239,0.14655958116054535,0.39450550079345703,0.2889220118522644,0.5705620050430298,0.3123084306716919,0.6678217649459839,0.3277422785758972,0.7429454922676086,0.3437849283218384,0.0,0.0,0.10492967069149017,-0.3414839804172516,0.3050091564655304,-0.5418645739555359,0.4660874307155609,-0.6560057401657104,0.5311753749847412,-0.8157421946525574,0.4313187599182129,-0.38497740030288696,0.6780391931533813,-0.3713105320930481,0.823702335357666,-0.3519077003002167,0.9323586225509644,-0.3301968276500702,0.44089993834495544,-0.17180940508842468,0.7120150923728943,-0.18053510785102844,0.8703292608261108,-0.172592431306839,0.9867900013923645,-0.16185419261455536,0.42578426003456116,0.03943132236599922,0.6792451739311218,0.010406406596302986,0.8216555714607239,0.013472966849803925,0.9274530410766602,0.020527228713035583,0.3946598172187805,0.22852811217308044,0.5753964185714722,0.2189747542142868,0.6834980845451355,0.23167988657951355,0.7738935947418213,0.24618205428123474,0.0,0.0,0.114186130464077,-0.3474385440349579,0.31768080592155457,-0.5641598105430603,0.47583040595054626,-0.6933300495147705,0.5288746953010559,-0.855702817440033,0.42931416630744934,-0.43881961703300476,0.6734283566474915,-0.4216036796569824,0.8205904364585876,-0.40009352564811707,0.9303993582725525,-0.3768187463283539,0.4403768479824066,-0.21761755645275116,0.7066548466682434,-0.20803087949752808,0.8649544715881348,-0.1881168633699417,0.9835832118988037,-0.16723357141017914,0.42825400829315186,0.007321998011320829,0.6790943145751953,0.0019614510238170624,0.821803867816925,0.01539349090307951,0.9290106296539307,0.029263652861118317,0.40022003650665283,0.2163611799478531,0.5840542316436768,0.22412890195846558,0.693498432636261,0.2413867861032486,0.783074140548706,0.257296085357666
my,566,train,37471,22,0.0,0.0,0.008113655261695385,-0.2777526378631592,0.07528596371412277,-0.5166752934455872,0.13615109026432037,-0.7047470808029175,0.16090311110019684,-0.8512035012245178,0.33829087018966675,-0.41748958826065063,0.5507138967514038,-0.4875999093055725,0.6874131560325623,-0.5165047645568848,0.7943089604377747,-0.5295764207839966,0.3924224376678467,-0.27524319291114807,0.6297253370285034,-0.3578875958919525,0.7807593941688538,-0.40424591302871704,0.9003130793571472,-0.4341188073158264,0.4130081534385681,-0.12399157136678696,0.639775276184082,-0.20583336055278778,0.7822011709213257,-0.2573999762535095,0.8930006623268127,-0.29497089982032776,0.40936073660850525,0.031917791813611984,0.5852866768836975,0.0013745134929195046,0.6980089545249939,-0.01755816675722599,0.7949615716934204,-0.03224795311689377,0.0,0.0,0.013105529360473156,-0.27925318479537964,0.08304918557405472,-0.5184969305992126,0.14213214814662933,-0.707443118095398,0.1656685620546341,-0.8567471504211426,0.33996549248695374,-0.4183230996131897,0.5602689385414124,-0.47783759236335754,0.6986629366874695,-0.5012935996055603,0.8061003684997559,-0.5094764828681946,0.3897646963596344,-0.27388569712638855,0.6350862383842468,-0.3482704162597656,0.7881918549537659,-0.38967546820640564,0.9088737368583679,-0.41616806387901306,0.40771374106407166,-0.12138006836175919,0.6428484916687012,-0.1979241818189621,0.7872300148010254,-0.2444530427455902,0.899898886680603,-0.2789050042629242,0.4032500088214874,0.03444170951843262,0.5842074751853943,-0.0031262219417840242,0.699076771736145,-0.027236077934503555,0.7982206344604492,-0.04708375409245491,0.0,0.0,0.024505432695150375,-0.275411456823349,0.1122414842247963,-0.5175361633300781,0.17761945724487305,-0.7071658968925476,0.20113366842269897,-0.8588603734970093,0.3647918105125427,-0.3918745815753937,0.5864894390106201,-0.4445632994174957,0.725715160369873,-0.46372538805007935,0.8342533111572266,-0.4698532819747925,0.40899857878685,-0.24589450657367706,0.655681848526001,-0.3029809892177582,0.8115966320037842,-0.33328962326049805,0.9332286715507507,-0.34858521819114685,0.4201183021068573,-0.0955701544880867,0.6570333242416382,-0.15160275995731354,0.8045837879180908,-0.1837967038154602,0.9187378287315369,-0.20450758934020996,0.4086814820766449,0.05506143718957901,0.5923328399658203,0.031282808631658554,0.710327684879303,0.016202660277485847,0.8094845414161682,0.0038921572268009186
my,566,val,37473,14,0.0,0.0,-0.0026200918946415186,-0.29661107063293457,0.0891767218708992,-0.553579568862915,0.16329030692577362,-0.7538658380508423,0.18353301286697388,-0.9317348003387451,0.33203986287117004,-0.45827892422676086,0.5270093679428101,-0.5451444983482361,0.6589988470077515,-0.5859684348106384,0.7603808045387268,-0.6059207320213318,0.38233351707458496,-0.3071801960468292,0.5969245433807373,-0.40907275676727295,0.7421197295188904,-0.47266653180122375,0.8580793142318726,-0.5134270191192627,0.40130138397216797,-0.14551252126693726,0.6082583069801331,-0.24996870756149292,0.7388637065887451,-0.31619933247566223,0.840546190738678,-0.3644375205039978,0.3960055708885193,0.017253758385777473,0.558689296245575,-0.04438755661249161,0.6619975566864014,-0.09313800930976868,0.7473336458206177,-0.1354994773864746,0.0,0.0,0.018642980605363846,-0.297075092792511,0.10998140275478363,-0.5416404008865356,0.18060889840126038,-0.7296587228775024,0.19590315222740173,-0.8874465823173523,0.36508727073669434,-0.45916667580604553,0.5579608082771301,-0.5378782153129578,0.6797800064086914,-0.5766662359237671,0.771643877029419,-0.5961847901344299,0.41317787766456604,-0.31289026141166687,0.62462317943573,-0.41313251852989197,0.757118284702301,-0.47239047288894653,0.8596674799919128,-0.5107423067092896,0.42950639128685,-0.157303586602211,0.6317744255065918,-0.2600674629211426,0.7522351741790771,-0.3235572576522827,0.8424693942070007,-0.37191328406333923,0.4232190251350403,0.004923086613416672,0.5839298367500305,-0.050514888018369675,0.6827011108398438,-0.0942089706659317,0.76114821434021,-0.13509276509284973,0.0,0.0,0.021009553223848343,-0.2979002594947815,0.11686484515666962,-0.536352813243866,0.19117482006549835,-0.7139684557914734,0.2157047539949417,-0.866808295249939,0.3805176317691803,-0.44245582818984985,0.5743442177772522,-0.5211647748947144,0.6948985457420349,-0.5607990026473999,0.7843393087387085,-0.5798934102058411,0.4243828356266022,-0.2979477345943451,0.6341655254364014,-0.40479040145874023,0.7661160230636597,-0.4626443386077881,0.8674064874649048,-0.4975970387458801,0.43687039613723755,-0.14199276268482208,0.6370089650154114,-0.25186291337013245,0.7589552998542786,-0.31406837701797485,0.8499425649642944,-0.3615249991416931,0.42829805612564087,0.02509603463113308,0.5892454981803894,-0.03376389294862747,0.6885607242584229,-0.07915045320987701,0.7663747072219849,-0.1220414862036705
