f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label
0.0,0.0,0.23846442997455597,-0.2804667353630066,0.3031185567378998,-0.5113024711608887,0.3884080648422241,-0.670087993144989,0.4464343786239624,-0.8025869131088257,-0.18366175889968872,-0.6724076867103577,0.007111245300620794,-0.9796183109283447,0.2491123378276825,-0.9854015111923218,0.4165453314781189,-0.906697690486908,-0.21684858202934265,-0.6423447132110596,0.009189481846988201,-1.025264024734497,0.2708730399608612,-1.003413438796997,0.42258700728416443,-0.9063224196434021,-0.17350302636623383,-0.6048135161399841,0.01822098158299923,-1.0035364627838135,0.28076285123825073,-0.9737640023231506,0.42771977186203003,-0.8726727962493896,-0.06001684069633484,-0.5592294335365295,0.10455652326345444,-0.8572726249694824,0.2958049178123474,-0.871334433555603,0.4242618680000305,-0.8199150562286377,0
0.0,0.0,0.24603092670440674,0.036505404859781265,0.46656349301338196,0.1751500368118286,0.599041759967804,0.33040645718574524,0.677944540977478,0.4753803014755249,0.6010662913322449,0.1856761872768402,0.8237041234970093,0.46887603402137756,0.8033415079116821,0.6372727751731873,0.7525692582130432,0.7207809090614319,0.5335391163825989,0.20652830600738525,0.7202825546264648,0.5508853793144226,0.6925191879272461,0.698767364025116,0.6537086963653564,0.756746232509613,0.4253702461719513,0.24177616834640503,0.5774341821670532,0.5881219506263733,0.5637447237968445,0.7208585739135742,0.5439546704292297,0.7789180278778076,0.2922039330005646,0.2887852191925049,0.40862834453582764,0.5386340618133545,0.4492817223072052,0.6717397570610046,0.47961950302124023,0.7586817145347595,0
0.0,0.0,0.26199716329574585,-0.25116339325904846,0.33456629514694214,-0.47973793745040894,0.4249629080295563,-0.6300225257873535,0.5030944347381592,-0.7432526350021362,-0.1354263722896576,-0.6461853384971619,0.06640978157520294,-0.961677074432373,0.30166205763816833,-0.972197413444519,0.4663517475128174,-0.8975159525871277,-0.17429928481578827,-0.6179508566856384,0.08407294750213623,-1.0037219524383545,0.3611941635608673,-0.9739271402359009,0.5133573412895203,-0.8581750392913818,-0.1288558542728424,-0.5773923993110657,0.10089728981256485,-0.9592859745025635,0.3725113570690155,-0.9360209703445435,0.5134496092796326,-0.8302718997001648,-0.005991701502352953,-0.527249813079834,0.19240312278270721,-0.8162275552749634,0.3878469169139862,-0.8282656073570251,0.5057799816131592,-0.7682974338531494,0
0.0,0.0,0.2123187929391861,-0.18216240406036377,0.2998014986515045,-0.4223901331424713,0.4076242744922638,-0.5953639149665833,0.41117772459983826,-0.7664704322814941,-0.10209403187036514,-0.6581109762191772,0.0036823409609496593,-0.9234217405319214,0.23176082968711853,-0.9464240074157715,0.40580078959465027,-0.8771113157272339,-0.17673064768314362,-0.6400571465492249,-0.07847922295331955,-0.9760653972625732,0.20981793105602264,-0.9967421889305115,0.40892094373703003,-0.9125698208808899,-0.22373683750629425,-0.6008040904998779,-0.10748071223497391,-0.9357132315635681,0.1846984177827835,-0.940060555934906,0.3622298836708069,-0.8559343218803406,-0.21174299716949463,-0.533358097076416,-0.041631195694208145,-0.802788257598877,0.19159838557243347,-0.8238844871520996,0.3527613580226898,-0.770635724067688,0
0.0,0.0,0.26952648162841797,-0.021549705415964127,0.4726308584213257,-0.12755641341209412,0.6954139471054077,-0.2632478177547455,0.8507908582687378,-0.4035058617591858,-0.05731124058365822,-0.38814088702201843,0.22329449653625488,-0.7005982398986816,0.5058267712593079,-0.6914693117141724,0.7017076015472412,-0.6053467988967896,-0.1505463421344757,-0.44868141412734985,0.16386905312538147,-0.8728674650192261,0.5101074576377869,-0.8272365927696228,0.7202173471450806,-0.6937485337257385,-0.15811952948570251,-0.4741286635398865,0.14427828788757324,-0.9204363226890564,0.4867055118083954,-0.8768656849861145,0.6925264000892639,-0.74561607837677,-0.070576012134552,-0.4629739820957184,0.20682750642299652,-0.7674448490142822,0.46743905544281006,-0.7666841745376587,0.6389492750167847,-0.7014158368110657,0
0.0,0.0,0.2359456568956375,0.052091147750616074,0.45308130979537964,0.20795045793056488,0.5825300216674805,0.36222735047340393,0.6647976636886597,0.49776914715766907,0.5785425305366516,0.20477737486362457,0.7716031074523926,0.4659252464771271,0.7581205368041992,0.6130549311637878,0.7097948789596558,0.6895333528518677,0.5461295247077942,0.23796124756336212,0.7216623425483704,0.5746057629585266,0.6874251961708069,0.7124615907669067,0.6408452987670898,0.7676700353622437,0.4818664491176605,0.28278693556785583,0.6367962956428528,0.6166420578956604,0.6172713041305542,0.7520666718482971,0.5875688791275024,0.8231846690177917,0.3860837519168854,0.33570149540901184,0.5001625418663025,0.5759854316711426,0.5273064970970154,0.7134413123130798,0.5399564504623413,0.8082833886146545,0
0.0,0.0,0.2581753432750702,-0.14958405494689941,0.4038684070110321,-0.4137552082538605,0.5208995938301086,-0.6327563524246216,0.5027809143066406,-0.8798258900642395,-0.07616300880908966,-0.7512359023094177,0.00309701357036829,-1.0064396858215332,0.24166536331176758,-1.0065268278121948,0.39324265718460083,-0.8798662424087524,-0.18810567259788513,-0.7596839070320129,-0.04941725730895996,-1.0976946353912354,0.2382701337337494,-1.076385498046875,0.40577685832977295,-0.9139721393585205,-0.26627317070961,-0.7286706566810608,-0.11294177919626236,-1.065595030784607,0.19794610142707825,-1.0284253358840942,0.36982080340385437,-0.8837300539016724,-0.29567357897758484,-0.6364041566848755,-0.0904705822467804,-0.9096559882164001,0.1637541651725769,-0.8937783241271973,0.3145711123943329,-0.7799773216247559,0
0.0,0.0,0.2437380701303482,-0.30607494711875916,0.3257777690887451,-0.5272201895713806,0.436885267496109,-0.6868771910667419,0.47808411717414856,-0.826021134853363,-0.19307371973991394,-0.7548110485076904,0.0790618509054184,-0.9853280782699585,0.3038095533847809,-0.9707220792770386,0.4497443735599518,-0.8929154276847839,-0.24100172519683838,-0.7452553510665894,0.08440650999546051,-1.04049813747406,0.33538809418678284,-0.9981347322463989,0.4869641959667206,-0.8734219670295715,-0.2111464887857437,-0.7154980897903442,0.09540293365716934,-1.0167765617370605,0.3466414511203766,-0.9639838933944702,0.48140016198158264,-0.855262041091919,-0.11286984384059906,-0.6699396371841431,0.15607385337352753,-0.894925594329834,0.33778706192970276,-0.8736070394515991,0.4551493227481842,-0.8031754493713379,0
0.0,0.0,0.24224115908145905,-0.30305016040802,0.3132340908050537,-0.5227054953575134,0.42118799686431885,-0.6796161532402039,0.45134568214416504,-0.7975164651870728,-0.21782679855823517,-0.7513604760169983,0.03973843529820442,-1.0051132440567017,0.2737152874469757,-0.9891850352287292,0.4235883951187134,-0.9087646007537842,-0.2511152923107147,-0.7380330562591553,0.07293884456157684,-1.0451833009719849,0.3260204493999481,-1.0067232847213745,0.4686225950717926,-0.8833985328674316,-0.20771436393260956,-0.7079998254776001,0.09633489698171616,-1.0065029859542847,0.3460389971733093,-0.9672736525535583,0.4740172326564789,-0.856824517250061,-0.08813508599996567,-0.6569170355796814,0.16159874200820923,-0.8902406096458435,0.34339842200279236,-0.8906925916671753,0.4571390151977539,-0.8250823616981506,0
0.0,0.0,0.31080129742622375,-0.21159079670906067,0.42257535457611084,-0.43570005893707275,0.5488430261611938,-0.5852372050285339,0.6001918911933899,-0.706332802772522,-0.15051694214344025,-0.7397159337997437,0.11980684846639633,-1.0831445455551147,0.3947804868221283,-1.023065447807312,0.5316248536109924,-0.8648821711540222,-0.21549606323242188,-0.7027902007102966,0.14527888596057892,-1.1165775060653687,0.44642168283462524,-1.0104126930236816,0.560643196105957,-0.8280574679374695,-0.17383553087711334,-0.6377602815628052,0.18580462038516998,-1.0681427717208862,0.4837948679924011,-0.949394166469574,0.5741235017776489,-0.7765346765518188,-0.05169784650206566,-0.5492665767669678,0.2585088312625885,-0.8721693158149719,0.46062925457954407,-0.8156306147575378,0.5286133289337158,-0.6914862990379333,0
